People,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
P18815,1,5,2,5,5,1,1,5,1,5,4,1,5,3,5,5,1,1,5,1,4,3,1,5,2,5,4,4,5,5,5,1,5,1,5,1,5,1,5,5,5,1,3,5,4,4,5,4,5,5
P18816,1,3,4,2,4,1,1,5,4,2,4,5,4,5,2,2,1,1,4,1,4,4,1,4,1,2,1,4,4,5,4,1,4,1,3,1,5,2,4,5,4,3,5,3,3,1,5,5,3,3
P18817,2,4,3,2,2,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,2,3,2,4,2,4,2,4,2,4,4,4,4,4,2,4,4,3,4,4,4,2,4,2,4,2,4,4,4,4
P18818,4,1,5,1,5,1,4,2,5,2,4,2,4,2,3,5,4,5,5,5,1,4,2,5,2,4,2,5,5,4,5,1,5,1,4,1,5,2,5,4,3,1,4,1,3,1,3,1,2,4
P18819,2,3,5,3,4,2,4,3,4,2,2,5,2,5,1,1,1,1,1,1,2,4,1,4,2,5,2,4,5,4,4,1,5,1,4,1,5,2,5,5,4,2,5,1,5,1,5,4,4,4
P18820,2,4,2,3,1,4,1,3,5,5,1,4,3,4,1,1,5,1,4,3,5,1,1,2,5,1,5,2,1,3,4,2,5,3,1,1,5,1,2,5,5,1,4,3,4,2,5,4,4,5
P18821,2,1,2,4,2,4,2,3,2,4,4,3,4,1,2,1,1,1,1,5,4,2,2,2,4,2,5,2,5,4,1,5,1,5,1,5,1,3,1,2,4,1,5,1,5,1,4,4,5,5
P18822,1,3,3,3,2,3,3,3,3,3,1,5,2,3,2,2,2,2,2,3,4,3,2,4,2,4,2,4,4,4,2,2,4,2,3,2,4,3,4,3,4,1,5,2,5,1,5,4,4,5
P18823,1,3,2,4,1,4,1,5,1,5,4,2,5,3,3,5,3,3,5,4,1,3,3,5,1,4,2,5,5,4,5,4,5,5,1,5,4,4,5,3,4,2,2,3,2,4,4,3,3,2
P18824,2,2,3,2,3,2,2,2,4,3,5,1,5,3,5,5,5,5,5,2,5,2,2,5,2,4,2,4,5,2,4,2,4,5,2,5,4,5,3,5,5,3,5,5,4,2,3,5,5,5
P18825,1,3,3,4,2,4,2,5,1,4,5,3,5,4,4,4,5,4,4,4,2,3,3,4,3,5,3,3,3,4,4,3,4,3,3,2,4,3,4,3,4,2,5,2,4,5,4,4,5,4
P18826,4,2,5,1,5,2,4,4,4,1,1,3,4,2,3,2,2,2,2,2,1,5,1,5,1,5,1,5,5,5,4,2,5,2,4,3,3,2,3,4,5,1,3,1,4,1,5,4,4,5
P18827,5,2,5,3,5,3,5,3,5,2,4,3,5,3,5,4,4,5,5,3,1,5,2,5,1,5,1,5,5,4,3,2,5,2,3,2,4,3,3,3,4,2,5,1,5,1,4,5,4,4
P18828,3,1,5,1,5,1,3,2,4,2,3,2,3,4,1,3,3,3,1,1,1,5,2,5,2,5,1,5,4,4,3,4,5,2,2,4,3,3,2,5,2,3,3,2,2,4,3,3,4,3
P18829,5,2,5,1,5,1,3,5,2,2,1,5,1,5,1,4,1,1,5,1,1,5,1,5,5,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,2,5,2,5,1,5,3,5,5
P18830,1,2,3,3,2,1,1,4,2,5,5,1,5,4,3,2,3,1,3,2,3,3,2,3,4,5,3,4,5,5,4,2,5,1,5,1,5,1,5,5,5,1,4,4,5,1,5,5,5,4
P18831,3,5,3,3,3,3,3,5,3,5,5,3,5,5,5,5,5,5,5,5,3,1,3,1,5,5,5,1,1,3,1,5,1,5,5,5,1,5,3,1,1,3,1,1,1,3,3,3,5,1
P18832,1,5,4,5,2,3,1,5,1,5,5,2,5,1,5,5,2,1,4,5,1,5,2,5,2,5,1,4,4,4,2,4,4,5,4,4,4,3,4,4,5,2,5,3,2,1,5,5,5,4
P18833,3,4,5,2,5,3,3,4,3,4,2,5,3,5,1,1,3,2,4,1,5,4,1,2,3,1,3,4,2,5,4,2,4,1,1,1,4,1,4,2,4,1,5,1,5,1,5,4,3,4
P18834,4,3,5,2,3,2,4,4,4,4,3,4,4,4,5,3,2,3,1,3,4,4,2,4,2,5,1,4,5,3,2,2,5,4,4,4,4,2,3,2,4,4,5,2,4,1,4,4,5,5
P18835,2,3,2,4,2,3,1,4,4,5,5,2,5,4,4,3,3,2,4,2,4,3,1,4,3,4,3,4,3,3,5,2,5,1,4,2,5,1,4,5,5,3,3,3,3,3,4,5,5,4
P18836,4,1,4,1,4,1,5,1,5,2,2,5,3,2,1,1,4,1,1,2,5,4,4,2,2,5,1,3,1,3,5,3,5,1,3,4,3,2,3,3,5,2,4,2,4,1,5,4,4,4
P18837,5,1,5,1,5,1,5,4,5,1,4,3,4,1,3,3,3,3,3,3,2,5,3,4,1,4,1,4,5,5,3,3,3,1,3,3,3,2,3,3,4,1,4,1,4,1,3,3,4,5
P18838,1,4,2,4,1,4,1,5,1,4,5,4,4,1,5,5,5,5,4,5,2,4,2,5,2,4,2,4,4,2,4,1,5,2,2,3,5,1,5,5,5,1,5,1,5,1,4,5,5,5
P18839,4,2,5,1,5,1,5,1,5,4,3,4,4,4,3,4,3,2,3,2,1,5,3,5,5,5,1,4,5,5,5,3,5,3,5,1,3,3,4,5,4,2,5,2,5,1,5,2,4,5
P18840,3,2,4,3,4,2,2,4,4,4,3,4,3,4,2,2,3,1,3,2,2,4,4,5,2,4,3,4,4,3,3,2,4,3,2,3,4,3,3,4,4,3,3,3,3,3,3,4,4,3
P18841,5,1,5,1,5,1,4,1,5,4,3,3,4,3,5,4,5,4,4,2,2,4,4,4,3,5,2,4,4,5,1,3,2,5,1,5,1,5,1,3,3,3,5,4,4,1,3,2,3,5
P18842,1,3,3,4,3,3,2,5,2,4,5,3,5,2,4,4,4,3,4,3,1,4,3,4,2,5,2,3,4,4,4,3,5,3,2,4,4,2,4,4,5,1,4,1,4,2,5,4,5,3
P18843,5,3,3,3,4,2,3,4,3,4,3,3,4,3,4,2,3,1,2,2,1,3,2,4,2,3,2,4,4,3,2,3,4,3,1,3,2,4,2,3,4,2,2,2,2,3,4,4,1,2
P18844,4,2,4,3,3,1,3,4,4,4,4,4,3,3,2,2,2,2,3,2,1,5,1,4,1,5,1,4,4,3,3,4,5,2,2,4,3,2,2,4,3,1,4,1,4,2,5,2,5,3
P18845,4,1,5,1,5,1,4,4,2,2,1,3,5,5,2,4,1,2,2,1,1,5,3,5,2,5,1,5,5,5,4,1,5,2,3,1,5,1,2,5,4,1,2,4,5,5,5,3,5,4
P18846,3,3,4,3,4,3,4,3,4,4,3,4,2,3,4,1,3,3,1,3,2,4,1,4,3,4,2,4,4,5,3,4,3,2,2,2,3,2,3,3,4,1,3,1,3,2,4,4,4,4
P18847,3,5,4,4,4,4,4,4,2,4,2,4,4,2,1,2,2,2,2,2,1,4,3,4,2,4,2,5,4,4,4,4,2,2,2,4,5,3,2,4,5,2,4,1,4,2,4,3,4,4
P18848,4,2,5,3,5,2,5,2,3,1,2,3,4,3,2,1,3,3,3,2,3,4,4,5,1,4,1,4,4,1,3,2,4,2,5,1,5,1,3,3,3,2,4,2,3,2,3,2,2,4
P18849,5,3,3,4,2,5,5,2,5,2,4,4,3,3,4,2,5,5,4,2,5,4,5,2,5,3,5,2,2,1,4,5,2,5,1,5,1,3,1,2,2,2,5,2,5,2,4,2,4,5
P18850,2,3,5,3,3,2,2,3,3,2,4,3,3,2,2,1,2,1,1,1,1,4,1,5,1,5,1,5,5,4,3,5,4,2,5,3,5,1,3,4,4,1,4,1,3,1,4,4,3,3
P18851,1,3,2,4,1,3,1,5,1,5,3,1,4,1,5,2,3,2,5,5,2,3,3,4,1,1,3,3,2,2,3,2,4,2,1,2,2,4,1,1,2,4,5,5,3,1,3,2,4,3
P18852,3,3,4,3,2,3,2,4,2,3,4,2,5,3,3,2,4,3,2,2,2,4,2,5,1,5,3,5,4,4,4,3,5,2,2,4,4,3,4,4,2,3,4,3,4,3,3,2,4,3
P18853,1,1,3,3,5,2,5,3,5,1,1,5,1,1,3,3,3,3,3,4,1,5,1,5,1,4,1,5,5,5,1,1,3,3,1,2,3,4,1,3,5,1,5,1,5,1,5,4,5,5
P18854,3,5,5,1,5,1,4,2,5,2,2,4,4,3,2,1,1,2,1,3,1,5,1,5,1,5,1,4,5,4,4,1,5,4,3,2,5,1,5,4,4,1,5,1,5,1,4,2,5,5
P18855,5,2,4,3,5,2,5,5,3,3,3,5,4,3,3,4,4,4,5,3,5,5,3,3,2,5,3,5,5,5,3,3,4,2,3,2,5,3,3,3,4,5,5,3,4,5,5,2,5,5
P18856,1,1,5,1,5,1,5,1,5,1,1,5,1,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,5,5,5,5,1,5,1,5,5
P18857,3,5,4,5,4,3,5,5,1,5,2,3,5,3,3,3,1,1,5,3,5,4,1,5,1,4,2,5,5,5,5,1,5,1,5,1,5,1,5,5,4,3,4,3,4,1,4,3,5,4
P18858,4,3,3,3,4,3,3,3,4,3,5,3,5,1,5,5,5,5,5,5,2,3,1,4,1,4,2,4,3,4,5,1,5,2,3,1,4,2,4,5,5,1,5,1,5,1,5,5,5,5
P18859,4,2,4,2,4,2,5,2,5,2,1,4,3,5,1,2,2,1,2,4,5,5,1,5,2,3,1,4,5,5,4,2,5,1,4,2,3,2,5,4,3,1,4,2,4,1,5,2,4,4
P18860,1,2,2,3,4,2,1,2,3,3,5,3,5,2,4,4,2,2,4,4,1,5,3,5,2,3,1,5,5,3,3,3,5,2,1,3,2,4,3,3,3,2,2,2,4,1,4,3,5,4
P18861,5,1,5,1,5,1,4,2,5,1,3,2,5,4,2,2,3,1,1,1,1,5,3,5,1,5,1,4,5,5,4,5,4,4,2,4,4,2,4,3,4,1,4,1,4,2,5,3,4,4
P18862,1,2,4,3,3,4,2,3,2,4,3,2,5,1,4,4,4,4,4,4,1,4,1,5,2,5,1,5,5,3,4,4,4,4,4,4,3,2,2,3,1,3,2,4,3,5,2,1,3,2
P18863,2,3,3,4,3,2,2,4,2,5,5,2,5,2,4,4,3,3,5,4,2,4,5,5,2,5,2,2,4,2,4,1,4,5,4,1,5,2,5,4,4,1,4,1,3,4,3,5,5,3
P18864,1,4,2,4,2,3,1,4,2,4,5,2,4,2,3,4,4,4,3,4,1,4,1,4,1,5,2,4,4,3,4,4,3,3,3,3,4,4,3,2,4,2,3,2,3,2,3,4,4,3
P18865,1,5,1,5,1,4,1,5,1,5,5,2,5,1,1,5,5,4,5,5,4,2,2,2,5,2,5,1,2,3,3,4,4,4,2,4,2,3,2,3,5,4,5,5,3,1,2,5,5,3
P18866,1,3,2,4,2,1,1,3,1,5,1,2,2,1,1,1,2,2,1,5,1,4,1,5,3,2,4,5,2,3,4,1,5,1,1,1,3,1,4,5,5,3,3,2,4,2,2,5,5,2
P18867,4,1,5,1,5,1,4,5,4,5,2,5,5,2,1,1,5,5,1,4,1,5,4,5,1,1,1,4,4,5,2,2,3,4,4,4,4,2,3,4,1,4,3,1,2,3,5,1,1,4
P18868,2,1,5,1,4,1,3,5,4,2,1,5,1,5,1,1,2,1,4,1,2,4,3,1,5,4,2,5,4,4,5,1,5,1,5,1,5,3,5,5,3,1,1,2,4,2,5,1,1,3
P18869,2,3,4,3,4,2,3,2,5,4,5,2,5,2,2,3,4,3,4,3,1,5,2,4,1,4,1,4,5,3,3,2,3,5,1,5,3,3,4,3,4,4,4,1,4,1,3,3,4,4
P18870,2,3,1,5,2,3,1,5,1,4,5,2,4,2,5,4,5,4,5,2,1,3,1,4,1,5,3,3,3,3,3,1,3,3,2,2,3,1,3,4,4,2,4,3,3,5,3,3,4,2
P18871,2,2,3,2,4,2,3,3,4,2,1,3,3,1,2,1,2,1,1,1,2,3,1,3,3,1,2,4,4,3,2,3,4,2,3,2,4,2,3,4,4,2,1,2,1,5,3,2,5,1
P18872,4,1,3,2,4,2,5,3,4,4,5,4,4,2,4,5,5,5,5,4,2,4,4,4,2,4,2,4,4,3,2,4,3,4,1,5,3,3,2,3,4,1,5,1,5,1,4,4,4,5
P18873,3,5,3,3,5,3,3,4,4,4,4,4,4,4,3,5,1,1,4,1,3,3,1,5,3,5,4,3,5,5,2,5,5,2,4,4,5,3,4,4,4,1,4,1,5,1,5,3,5,5
P18874,1,4,3,3,3,3,1,3,3,4,3,3,5,3,3,4,4,4,4,4,3,3,1,4,3,5,1,4,4,4,3,3,3,3,3,4,1,3,3,4,4,3,3,3,4,3,3,3,4,3
P18875,3,3,3,2,4,2,4,3,3,3,3,3,2,3,3,2,2,2,3,2,1,4,2,5,2,4,2,4,4,4,4,2,3,2,5,2,4,1,3,4,5,2,4,2,5,2,4,5,5,5
P18876,3,1,4,3,5,2,5,3,5,3,3,2,5,3,1,3,4,1,5,2,2,3,3,3,2,5,3,4,5,4,2,4,5,4,3,5,3,1,3,5,4,1,5,1,3,1,5,3,5,5
P18877,4,3,4,2,4,3,3,3,5,3,3,4,5,3,2,2,3,2,2,1,4,4,2,4,3,1,4,3,5,2,4,4,5,4,2,3,4,2,4,4,5,2,4,3,5,1,5,4,4,5
P18878,3,3,3,3,4,1,5,3,3,2,4,2,4,1,5,3,3,3,2,3,1,5,1,5,1,5,1,4,5,4,3,3,4,2,3,3,3,2,3,3,4,1,4,1,4,1,4,4,5,4
P18879,1,4,1,5,1,4,1,5,2,5,4,2,4,2,4,2,4,2,1,4,4,2,5,1,4,2,5,1,1,2,5,1,4,2,5,1,4,4,1,4,3,4,2,2,1,4,5,4,1,2
P18880,1,3,3,4,2,3,1,3,3,3,4,2,5,2,5,3,2,4,4,3,5,3,1,4,2,4,3,2,4,4,4,1,4,2,2,1,4,2,4,3,4,2,5,1,3,1,4,5,5,4
P18881,1,5,3,3,1,3,1,5,1,5,4,2,5,2,2,4,2,2,4,2,2,3,2,4,4,3,4,4,3,3,3,3,3,3,2,4,3,1,2,4,5,4,4,3,4,1,5,4,4,4
P18882,1,4,3,4,2,4,2,5,2,4,3,3,3,2,4,3,3,3,4,3,3,2,2,3,4,4,3,4,2,3,4,2,4,1,4,2,4,2,3,4,3,1,4,2,4,2,4,2,4,3
P18883,2,2,5,2,4,1,4,5,3,3,1,2,3,2,1,1,1,1,1,2,3,4,1,5,1,5,1,5,5,5,4,1,5,1,4,1,5,1,5,2,4,1,4,1,5,1,5,2,5,5
P18884,4,1,5,1,5,1,5,3,4,2,1,4,1,5,1,1,2,1,1,1,1,5,1,4,1,4,1,5,4,4,4,4,3,2,4,3,5,1,4,4,5,1,5,1,5,1,5,5,5,5
P18885,4,5,5,1,5,1,4,2,5,2,2,4,2,3,1,1,1,1,1,2,1,5,1,5,1,5,1,4,5,4,4,1,5,3,4,2,5,1,5,4,4,1,5,1,5,1,5,2,5,5
P18886,4,3,4,4,5,2,4,4,3,4,5,3,5,2,2,3,5,5,4,5,1,5,1,5,1,5,1,5,5,5,4,4,5,2,4,2,4,3,4,5,4,1,5,1,5,5,5,5,5,5
P18887,5,2,4,2,5,1,4,4,3,2,3,3,5,3,3,4,3,5,3,2,4,5,1,5,1,5,2,5,5,4,3,3,3,3,3,3,3,3,4,3,2,4,3,3,3,3,2,3,3,4
P18888,3,1,5,2,5,2,4,2,4,2,5,3,5,4,2,2,2,2,2,1,1,5,1,4,1,4,1,4,3,3,4,4,5,3,3,2,5,1,4,4,4,2,5,3,4,4,3,3,4,5
P18889,1,4,3,4,4,2,4,4,2,5,3,5,3,3,2,2,3,3,4,2,2,4,4,3,2,2,4,4,4,4,3,4,4,4,1,3,5,3,4,3,4,4,2,4,3,4,4,3,3,1
P18890,3,2,4,2,5,2,3,4,2,3,5,2,5,4,3,2,2,3,2,2,1,5,1,5,1,5,1,5,5,4,4,3,4,1,2,1,4,1,5,5,3,2,4,1,4,2,2,2,5,4
P18891,1,4,3,4,2,4,1,5,3,5,3,2,4,4,2,3,4,3,4,1,4,2,4,2,4,2,5,2,2,2,4,5,5,2,3,2,4,2,3,5,3,1,5,1,4,1,5,4,4,5
P18892,2,2,3,3,5,1,1,1,4,5,5,1,5,2,5,5,5,4,5,4,1,5,2,5,1,5,3,5,5,5,4,5,5,4,2,4,4,2,4,5,5,5,5,5,5,2,4,5,5,4
P18893,3,3,5,3,4,2,5,3,5,5,5,3,5,3,2,3,5,4,4,3,1,5,4,5,1,4,1,3,5,3,4,3,3,1,5,1,5,1,4,4,2,3,3,1,3,1,1,2,5,3
P18894,3,2,4,2,4,2,4,3,4,3,3,3,3,3,2,3,2,3,2,3,2,4,2,4,2,4,2,4,4,4,4,2,3,2,3,1,5,2,3,3,2,2,3,3,3,2,3,3,4,3
P18895,3,1,4,2,5,2,3,3,2,3,2,4,2,5,2,2,2,1,1,1,1,5,2,4,2,4,2,4,4,5,3,4,3,1,2,4,2,2,2,3,3,3,3,3,3,3,4,2,4,3
P18896,2,1,4,2,5,1,5,4,5,2,2,2,4,3,2,2,3,2,2,2,1,4,3,5,1,4,1,4,5,3,3,3,5,2,1,3,4,3,3,2,3,2,5,2,4,1,4,3,4,5
P18897,4,2,4,2,4,1,4,3,3,2,3,4,3,4,2,3,2,1,3,2,2,3,2,4,2,3,2,4,2,3,5,4,5,2,3,2,4,2,4,5,3,2,5,2,4,1,5,1,3,4
P18898,3,5,5,3,4,3,4,5,3,3,5,4,5,1,5,5,4,5,5,4,1,5,1,5,2,5,1,5,5,4,4,1,5,1,5,1,5,1,4,4,5,5,4,5,3,2,4,3,5,2
P18899,2,2,3,3,3,2,2,5,1,4,5,2,5,2,3,5,4,4,4,4,1,4,2,4,1,4,2,3,5,4,2,1,5,3,1,3,4,3,3,3,4,2,5,2,3,3,3,4,4,3
P18900,1,4,1,5,2,3,1,5,1,5,3,3,4,3,3,3,4,3,4,3,4,4,4,4,4,3,3,4,3,3,5,2,5,1,5,1,5,2,5,4,3,5,2,5,5,5,4,4,5,5
P18901,2,5,3,3,5,4,1,5,5,4,5,3,5,2,2,4,3,4,4,4,1,4,1,4,2,5,2,4,4,2,3,2,5,2,2,1,4,2,5,4,4,4,4,4,4,4,2,4,5,4
P18902,2,4,2,4,4,4,1,4,4,4,2,4,4,4,4,4,2,1,4,4,2,4,4,4,1,4,1,4,4,4,2,4,4,4,2,4,4,4,4,4,2,2,4,2,4,2,4,1,4,4
P18903,3,2,3,3,4,3,2,5,2,1,4,3,4,2,2,3,4,4,4,3,3,4,2,3,2,2,3,4,3,2,4,2,5,2,4,1,5,1,4,5,5,2,4,2,3,2,4,4,4,3
P18904,4,1,5,1,5,1,5,1,5,1,5,2,5,3,4,4,4,2,3,1,2,5,4,2,3,5,1,4,3,4,3,3,4,2,2,2,4,3,4,3,3,2,4,1,4,2,4,3,5,5
P18905,4,2,4,3,4,2,4,3,4,2,2,4,3,2,3,3,4,3,3,3,4,5,3,2,4,2,4,3,3,4,2,4,5,3,2,4,3,3,2,4,4,2,5,2,4,2,5,4,4,4
P18906,2,3,1,4,2,2,1,5,1,5,5,3,5,3,4,4,4,3,4,3,1,3,3,5,1,5,2,4,4,4,3,4,5,5,1,2,5,2,3,5,4,2,5,1,5,1,5,3,3,5
P18907,5,4,2,5,2,2,3,2,2,4,3,4,4,1,2,3,4,3,3,4,1,5,1,5,1,3,1,3,5,3,2,5,4,2,2,5,3,3,2,3,4,2,5,1,3,2,4,4,5,5
P18908,4,1,5,3,3,2,5,2,4,5,2,5,4,4,3,2,3,2,2,4,2,5,2,4,1,5,2,4,4,4,3,3,5,3,4,1,4,2,3,4,2,2,4,3,4,1,5,2,5,3
P18909,1,3,3,4,4,3,2,5,2,4,2,4,5,1,2,2,4,4,2,5,1,5,2,5,1,5,1,5,5,5,4,4,3,3,1,2,3,3,1,3,5,1,5,1,3,1,5,4,4,4
P18910,3,3,4,5,4,3,3,4,3,5,4,4,5,2,2,4,4,3,4,4,1,3,3,4,1,4,2,5,5,3,3,1,5,3,3,2,5,3,2,4,5,3,4,3,3,1,3,4,5,4
P18911,1,3,2,5,1,1,1,1,3,5,5,2,5,1,3,2,5,5,1,5,1,2,1,5,1,5,2,5,5,5,4,1,5,3,4,1,4,2,4,5,5,1,5,1,4,1,5,5,5,5
P18912,3,1,4,1,4,2,4,2,5,5,4,4,5,2,3,4,4,3,5,3,1,3,2,4,3,5,2,5,5,3,4,4,3,3,3,4,3,3,5,3,2,4,4,4,4,2,3,2,5,4
P18913,2,4,2,3,3,2,3,4,2,1,5,3,5,1,4,4,4,4,4,4,4,3,3,2,4,4,4,2,3,3,2,2,5,1,2,1,4,3,3,5,4,4,4,3,5,1,5,4,5,5
P18914,2,1,4,2,5,1,4,2,2,3,1,4,1,4,1,1,1,1,1,1,1,5,1,5,5,5,1,5,5,4,4,1,5,1,4,2,3,1,4,4,4,2,4,2,4,1,4,4,2,5
P18915,1,4,2,4,2,2,1,4,1,5,3,3,3,2,3,3,4,3,3,3,2,4,2,5,3,5,2,5,3,3,2,3,3,4,2,3,4,5,4,4,1,1,1,3,2,5,3,1,5,1
P18916,3,1,5,2,5,5,5,2,5,2,5,1,5,3,5,5,5,4,5,3,1,4,3,5,1,5,3,3,5,4,3,5,5,4,1,5,5,3,5,3,2,5,2,3,3,3,3,2,4,3
P18917,3,1,5,1,5,1,5,3,4,2,3,4,3,4,1,2,2,1,2,1,2,5,2,4,1,4,1,4,4,4,5,2,3,2,3,2,4,2,4,4,5,1,2,1,4,2,5,5,4,5
P18918,4,1,5,1,5,1,4,1,5,1,1,5,3,5,2,4,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,3,3,1,3,1,2,2,3,4,4,2,5,1,4,1,4,1,5,4
P18919,3,1,4,2,5,2,4,3,4,3,4,2,4,3,2,3,3,3,3,2,1,5,2,5,1,4,1,4,4,3,4,5,2,4,2,5,3,2,3,3,4,3,4,2,3,2,4,3,3,3
P18920,3,4,3,3,4,3,2,4,3,3,3,2,4,2,3,3,4,4,3,4,3,4,2,4,3,5,3,3,4,4,3,2,4,3,3,2,4,2,4,4,3,3,4,3,3,3,3,2,4,3
P18921,3,4,5,2,4,1,4,4,2,2,1,5,2,2,1,2,1,1,1,2,1,5,1,4,1,2,2,4,4,5,4,1,4,2,2,1,5,1,4,4,5,1,3,1,4,1,4,1,4,4
P18922,2,2,5,3,4,2,3,2,5,2,3,5,2,5,4,4,3,2,4,2,4,5,3,2,5,4,2,1,2,5,2,5,4,3,2,5,2,5,4,3,4,1,5,1,4,1,4,4,5,3
P18923,4,1,2,2,2,4,3,3,3,3,1,4,2,3,4,2,3,2,4,4,2,2,3,3,2,3,3,2,4,3,2,5,4,4,1,4,2,3,2,2,2,4,5,2,2,2,3,1,5,2
P18924,5,1,5,1,5,1,5,1,5,1,1,5,1,4,2,1,1,1,1,1,3,5,2,1,4,1,1,3,1,5,2,5,3,3,1,5,2,3,1,5,5,1,4,1,5,2,5,5,3,5
P18925,2,3,2,4,1,4,1,5,1,5,4,3,5,3,3,2,2,2,1,1,3,4,1,4,1,4,2,4,3,3,4,2,3,3,3,2,4,3,4,3,3,5,3,5,3,3,3,2,2,4
P18926,1,1,4,2,4,1,2,4,4,4,5,3,5,4,4,2,1,1,5,1,4,4,2,3,1,4,2,4,4,4,4,1,2,2,2,2,5,1,5,5,5,4,3,4,5,1,4,4,1,5
P18927,2,3,4,2,2,3,2,5,1,5,4,5,3,4,3,2,1,1,1,1,1,3,1,4,1,3,2,5,4,3,4,1,3,3,1,4,3,3,4,3,3,4,4,3,4,1,3,1,1,3
P18928,1,4,2,5,1,5,2,5,1,5,3,4,4,3,3,3,4,2,5,3,1,5,1,5,3,5,4,3,5,3,4,4,5,1,2,4,5,3,4,3,3,5,2,5,2,5,4,2,5,1
P18929,2,2,3,3,3,3,4,4,2,1,5,3,4,2,4,5,1,1,3,2,1,5,1,5,1,5,1,4,5,3,4,2,4,2,3,3,5,2,4,4,3,2,3,2,4,3,4,3,4,4
P18930,2,4,3,4,3,1,1,5,4,1,2,4,4,4,1,2,1,2,3,4,4,3,3,5,1,1,1,2,4,5,3,3,3,3,3,4,5,3,3,5,3,3,5,1,3,1,4,4,5,5
P18931,1,3,1,3,1,5,1,5,5,5,1,5,1,1,4,5,2,2,1,1,5,1,3,1,5,5,5,1,3,5,4,2,1,4,3,5,5,1,1,5,5,5,1,5,5,1,5,3,5,5
P18932,3,1,4,3,3,3,3,4,1,5,1,5,2,3,1,1,1,1,1,1,1,5,3,5,1,5,1,5,5,5,3,1,5,1,3,1,3,1,5,5,3,1,4,1,3,1,4,1,5,5
P18933,4,1,5,1,5,1,5,2,5,1,1,4,2,4,2,1,1,1,1,1,4,4,2,4,1,3,1,4,5,4,4,3,4,1,3,3,3,1,3,4,5,2,3,2,4,2,4,5,4,3
P18934,3,1,5,5,4,1,3,5,2,3,5,2,5,4,4,5,2,1,4,1,1,5,4,5,1,5,1,5,5,4,2,5,5,5,3,5,5,2,2,2,1,4,3,1,2,4,4,1,5,3
P18935,4,1,5,1,4,1,3,3,5,3,2,5,3,5,2,2,2,1,1,1,2,5,1,5,1,5,2,5,5,5,4,3,4,2,2,4,4,3,3,4,5,2,5,1,5,1,5,5,5,5
P18936,3,4,1,5,3,5,1,5,2,5,3,5,2,4,5,3,2,2,4,4,3,2,2,4,5,3,4,2,4,4,1,3,4,3,3,5,3,3,2,3,4,2,5,3,4,1,4,3,4,5
P18937,3,3,3,4,4,2,3,3,2,2,1,5,3,2,1,1,3,3,2,2,1,4,1,5,2,5,2,3,5,5,3,1,5,1,5,1,5,4,5,4,3,3,3,2,4,1,5,1,3,3
P18938,1,4,3,4,3,3,1,5,1,5,1,5,2,4,1,1,2,1,1,5,1,4,1,4,2,4,2,4,4,4,4,3,5,1,4,1,3,1,4,5,4,1,5,1,4,1,5,4,5,5
P18939,4,1,5,1,5,1,5,2,5,1,3,4,4,2,5,2,4,3,4,3,1,5,1,5,1,5,1,5,5,5,3,5,4,4,1,3,5,3,4,4,4,1,5,1,5,1,5,4,5,5
P18940,3,2,3,2,3,3,3,1,2,5,4,3,4,2,4,4,5,4,4,2,4,3,3,4,2,3,2,3,4,4,4,3,3,3,5,3,5,3,5,4,2,2,3,1,4,2,3,1,4,4
P18941,2,5,2,5,2,5,3,4,2,4,5,1,5,1,2,5,4,5,5,4,3,4,3,4,2,5,1,4,4,3,2,4,4,3,1,3,3,3,5,4,3,3,4,3,2,2,3,2,5,3
P18942,2,1,4,3,4,1,2,2,4,4,4,3,5,3,4,1,4,3,3,3,2,4,2,4,2,4,3,4,4,4,4,4,5,3,3,2,5,3,4,4,4,2,2,2,4,2,4,4,4,4
P18943,1,4,4,5,3,2,5,5,1,1,5,2,5,3,5,5,2,2,3,2,1,5,1,5,1,5,1,5,5,5,4,4,5,3,2,4,5,2,5,5,5,1,5,2,5,1,5,5,5,5
P18944,2,3,3,2,3,2,2,4,4,3,3,4,3,5,2,1,1,1,2,1,1,4,1,3,3,4,2,4,4,3,4,2,4,3,4,1,5,3,4,3,4,3,4,1,3,1,4,3,4,4
P18945,5,2,5,5,5,1,5,2,5,1,1,5,2,1,2,1,1,1,1,1,1,5,1,1,4,4,1,5,5,5,1,1,5,1,5,4,5,1,4,5,1,1,5,1,4,1,5,1,1,5
P18946,3,2,4,3,4,2,3,4,5,5,5,2,5,1,2,3,4,4,2,5,1,3,2,5,4,5,2,4,5,3,3,2,4,2,2,2,4,4,2,3,5,4,3,5,3,4,5,4,4,4
P18947,1,5,1,5,1,5,1,5,1,5,5,2,5,1,5,3,5,4,5,5,2,1,1,3,5,1,5,1,2,1,4,1,4,2,1,2,5,2,4,5,5,1,5,1,3,1,5,5,5,5
